I_Code_departament	I_Region	I_Dep	I_Chefleeu	I_Tncc	I_Ncc	I_Nccenr	Wiki_Url	Wiki_Name_Snipet	Wiki_name_departement	W_Pays	W_Region	W_Creation_du_departementt	W_Chef_lieu	W_Sous_pefectures	W_President_du_conseil_departemental	W_Prefet	W_Code_Insee	W_Code_ISO_3166_2	W_Code_Eurostat_NUTS_3	W_Gentile	W_Population	W_Densite	W_Superficie	W_Arrondissements	W_Circonscriptions_legislatives	W_Cantons	W_Intercommunalites	W_Communes	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr
40	75	40	40192	4	LANDES	Landes	/wiki/Landes_(département)	Landes (département)	Landes	France	Nouvelle-Aquitaine	4 mars 1790	(Préfecture) Mont-de-Marsan	Dax	None	Frédéric Périssat	40	FR-40	None	Landais	400 477 hab. (2014)	43 hab./km2	9 243 km2	2	3	15	17	330	Ланды (департамент)	Ланди (департамент)	Landes (department)	Département Landes	Landy (departament)	Landas	Landes	Landes (dipartimento)	Landes (departement)	Landes	Landes	Landes	Landes (departement)	Landes	Ланд	Landes	Landes (departement)	Landes	Landes (departman)		https://ru.wikipedia.org/wiki/Ланды_(департамент)	https://uk.wikipedia.org/wiki/Ланди_(департамент)	https://en.wikipedia.org/wiki/Landes_(department)	https://de.wikipedia.org/wiki/Département_Landes	https://pl.wikipedia.org/wiki/Landy_(departament)	https://es.wikipedia.org/wiki/Landas	https://pt.wikipedia.org/wiki/Landes	https://it.wikipedia.org/wiki/Landes_(dipartimento)	https://nl.wikipedia.org/wiki/Landes_(departement)	https://da.wikipedia.org/wiki/Landes	https://no.wikipedia.org/wiki/Landes	https://sv.wikipedia.org/wiki/Landes	https://cs.wikipedia.org/wiki/Landes_(departement)	https://ro.wikipedia.org/wiki/Landes	https://bg.wikipedia.org/wiki/Ланд	https://hu.wikipedia.org/wiki/Landes	https://sk.wikipedia.org/wiki/Landes_(departement)	https://sl.wikipedia.org/wiki/Landes	https://sh.wikipedia.org/wiki/Landes_(departman)	
41	24	41	41018	2	LOIR-ET-CHER	Loir-et-Cher	/wiki/Loir-et-Cher	Loir-et-Cher	Loir-et-Cher	France	Centre-Val de Loire	4 mars 1790	(Préfecture) Blois	Romorantin-Lanthenay Vendôme	None	Jean-Pierre Condemine	41	FR-41	None	Loir-et-Chériens	333 567 hab. (2014)	53 hab./km2	6 343 km2	3	3	15	11	276	Луар и Шер	Луар і Шер	Loir-et-Cher	Département Loir-et-Cher	Loir-et-Cher	Loir y Cher	Loir-et-Cher	Loir-et-Cher	Loir-et-Cher	Loir-et-Cher	Loir-et-Cher	Loir-et-Cher	Loir-et-Cher	Loir-et-Cher	Лоар е Шер	Loir-et-Cher	Loir-et-Cher	Loir-et-Cher	Loir-et-Cher		https://ru.wikipedia.org/wiki/Луар_и_Шер	https://uk.wikipedia.org/wiki/Луар_і_Шер	https://en.wikipedia.org/wiki/Loir-et-Cher	https://de.wikipedia.org/wiki/Département_Loir-et-Cher	https://pl.wikipedia.org/wiki/Loir-et-Cher	https://es.wikipedia.org/wiki/Loir_y_Cher	https://pt.wikipedia.org/wiki/Loir-et-Cher	https://it.wikipedia.org/wiki/Loir-et-Cher	https://nl.wikipedia.org/wiki/Loir-et-Cher	https://da.wikipedia.org/wiki/Loir-et-Cher	https://no.wikipedia.org/wiki/Loir-et-Cher	https://sv.wikipedia.org/wiki/Loir-et-Cher	https://cs.wikipedia.org/wiki/Loir-et-Cher	https://ro.wikipedia.org/wiki/Loir-et-Cher	https://bg.wikipedia.org/wiki/Лоар_е_Шер	https://hu.wikipedia.org/wiki/Loir-et-Cher	https://sk.wikipedia.org/wiki/Loir-et-Cher	https://sl.wikipedia.org/wiki/Loir-et-Cher	https://sh.wikipedia.org/wiki/Loir-et-Cher	
77	11	77	77288	0	SEINE-ET-MARNE	Seine-et-Marne	/wiki/Seine-et-Marne	Seine-et-Marne	Seine-et-Marne	France	Île-de-France	4 mars 1790	(Préfecture) Melun	Fontainebleau Meaux Provins Torcy	None	Béatrice Abollivier[1]	77	FR-77	None	Seine-et-Marnais	1 377 846 hab. (2014)	233 hab./km2	5 915 km2	5	11	23	23	510	Сена и Марна	Сена і Марна	Seine-et-Marne	Département Seine-et-Marne	Sekwana i Marna	Sena y Marne	Sena e Marne	Senna e Marna	Seine-et-Marne	Seine-et-Marne	Seine-et-Marne	Seine-et-Marne	Seine-et-Marne	Seine-et-Marne	Сен е Марн	Seine-et-Marne	Seine-et-Marne	Seine-et-Marne	Seine-et-Marne		https://ru.wikipedia.org/wiki/Сена_и_Марна	https://uk.wikipedia.org/wiki/Сена_і_Марна	https://en.wikipedia.org/wiki/Seine-et-Marne	https://de.wikipedia.org/wiki/Département_Seine-et-Marne	https://pl.wikipedia.org/wiki/Sekwana_i_Marna	https://es.wikipedia.org/wiki/Sena_y_Marne	https://pt.wikipedia.org/wiki/Sena_e_Marne	https://it.wikipedia.org/wiki/Senna_e_Marna	https://nl.wikipedia.org/wiki/Seine-et-Marne	https://da.wikipedia.org/wiki/Seine-et-Marne	https://no.wikipedia.org/wiki/Seine-et-Marne	https://sv.wikipedia.org/wiki/Seine-et-Marne	https://cs.wikipedia.org/wiki/Seine-et-Marne	https://ro.wikipedia.org/wiki/Seine-et-Marne	https://bg.wikipedia.org/wiki/Сен_е_Марн	https://hu.wikipedia.org/wiki/Seine-et-Marne	https://sk.wikipedia.org/wiki/Seine-et-Marne	https://sl.wikipedia.org/wiki/Seine-et-Marne	https://sh.wikipedia.org/wiki/Seine-et-Marne	
76	28	76	76540	3	SEINE-MARITIME	Seine-Maritime	/wiki/Seine-Maritime	Seine-Maritime	Seine-Maritime	France	Normandie	4 mars 1790	(Préfecture) Rouen	Dieppe Le Havre	None	None	76	FR-76	None	Seinomarins	1 254 609 hab. (2013)	200 hab./km2	6 278 km2	3	10	35	20	710	Приморская Сена	Приморська Сена	Seine-Maritime	Département Seine-Maritime	Sekwana Nadmorska	Sena Marítimo	Sena Marítimo	Senna Marittima	Seine-Maritime	Seine-Maritime	Seine-Maritime	Seine-Maritime	Seine-Maritime	Seine-Maritime	Сен Маритим	Seine-Maritime	Seine-Maritime	Seine-Maritime	Seine-Maritime		https://ru.wikipedia.org/wiki/Приморская_Сена	https://uk.wikipedia.org/wiki/Приморська_Сена	https://en.wikipedia.org/wiki/Seine-Maritime	https://de.wikipedia.org/wiki/Département_Seine-Maritime	https://pl.wikipedia.org/wiki/Sekwana_Nadmorska	https://es.wikipedia.org/wiki/Sena_Marítimo	https://pt.wikipedia.org/wiki/Sena_Marítimo	https://it.wikipedia.org/wiki/Senna_Marittima	https://nl.wikipedia.org/wiki/Seine-Maritime	https://da.wikipedia.org/wiki/Seine-Maritime	https://no.wikipedia.org/wiki/Seine-Maritime	https://sv.wikipedia.org/wiki/Seine-Maritime	https://cs.wikipedia.org/wiki/Seine-Maritime	https://ro.wikipedia.org/wiki/Seine-Maritime	https://bg.wikipedia.org/wiki/Сен_Маритим	https://hu.wikipedia.org/wiki/Seine-Maritime	https://sk.wikipedia.org/wiki/Seine-Maritime	https://sl.wikipedia.org/wiki/Seine-Maritime	https://sh.wikipedia.org/wiki/Seine-Maritime	
75	11	75	75056	0	PARIS	Paris	/wiki/Paris	None	Paris	France	Île-de-France (préfecture)	None	Canton  de 20 cantons (les arrondissements)	None	None	None	None	None	None	Parisiens	aire urbaine 12 475 808 hab. (2014)	21 067 hab./km2	105,40 km2	None	None	None	None	None	Париж	Париж	Paris	Paris	Paryż	París	Paris	Parigi	Parijs	Paris	Paris	Paris	Paříž	Paris	Париж	Párizs	Paríž	Pariz	Pariz	Pariz	https://ru.wikipedia.org/wiki/Париж	https://uk.wikipedia.org/wiki/Париж	https://en.wikipedia.org/wiki/Paris	https://de.wikipedia.org/wiki/Paris	https://pl.wikipedia.org/wiki/Paryż	https://es.wikipedia.org/wiki/París	https://pt.wikipedia.org/wiki/Paris	https://it.wikipedia.org/wiki/Parigi	https://nl.wikipedia.org/wiki/Parijs	https://da.wikipedia.org/wiki/Paris	https://no.wikipedia.org/wiki/Paris	https://sv.wikipedia.org/wiki/Paris	https://cs.wikipedia.org/wiki/Paříž	https://ro.wikipedia.org/wiki/Paris	https://bg.wikipedia.org/wiki/Париж	https://hu.wikipedia.org/wiki/Párizs	https://sk.wikipedia.org/wiki/Paríž	https://sl.wikipedia.org/wiki/Pariz	https://sh.wikipedia.org/wiki/Pariz	https://hr.wikipedia.org/wiki/Pariz
74	84	74	74010	3	HAUTE-SAVOIE	Haute-Savoie	/wiki/Haute-Savoie	Haute-Savoie	Haute-Savoie	France	Auvergne-Rhône-Alpes	14 juin 1860	(Préfecture) Annecy	Bonneville Saint-Julien-en-Genevois Thonon-les-Bains	None	Pierre Lambert[1]	74	FR-74	None	Haut-Savoyards	783 127 hab. (2014)	178 hab./km2	4 388 km2	4	6	17	21	281	Верхняя Савойя	Верхня Савойя	Haute-Savoie	Département Haute-Savoie	Górna Sabaudia	Alta Saboya	Alta Saboia	Alta Savoia	Haute-Savoie	Haute-Savoie	Haute-Savoie	Haute-Savoie	Horní Savojsko	Haute-Savoie	От Савоа	Haute-Savoie	Haute-Savoie	Haute-Savoie	Haute-Savoie		https://ru.wikipedia.org/wiki/Верхняя_Савойя	https://uk.wikipedia.org/wiki/Верхня_Савойя	https://en.wikipedia.org/wiki/Haute-Savoie	https://de.wikipedia.org/wiki/Département_Haute-Savoie	https://pl.wikipedia.org/wiki/Górna_Sabaudia	https://es.wikipedia.org/wiki/Alta_Saboya	https://pt.wikipedia.org/wiki/Alta_Saboia	https://it.wikipedia.org/wiki/Alta_Savoia	https://nl.wikipedia.org/wiki/Haute-Savoie	https://da.wikipedia.org/wiki/Haute-Savoie	https://no.wikipedia.org/wiki/Haute-Savoie	https://sv.wikipedia.org/wiki/Haute-Savoie	https://cs.wikipedia.org/wiki/Horní_Savojsko	https://ro.wikipedia.org/wiki/Haute-Savoie	https://bg.wikipedia.org/wiki/От_Савоа	https://hu.wikipedia.org/wiki/Haute-Savoie	https://sk.wikipedia.org/wiki/Haute-Savoie	https://sl.wikipedia.org/wiki/Haute-Savoie	https://sh.wikipedia.org/wiki/Haute-Savoie	
73	84	73	73065	3	SAVOIE	Savoie	/wiki/Savoie_(département)	Savoie (département)	Savoie	France	Auvergne-Rhône-Alpes	15 juin 1860	(Préfecture) Chambéry	Albertville Saint-Jean-de-Maurienne	None	Denis Labbé	73	FR-73	None	Savoyards	426 924 hab. (2014)	71 hab./km2	6 028 km2	3	4	19	17	285	Савойя (департамент)	Савойя (департамент)	Savoie	Département Savoie	Sabaudia (departament)	Saboya (departamento)	Saboia (departamento)	Savoia (dipartimento)	Savoie (departement)	Savoie	Savoie (departement)	Savoie	Savojsko (departement)	Savoie	Савоа	Savoie	Savoie (departement)	Savoie (departma)	Savoie (departman)		https://ru.wikipedia.org/wiki/Савойя_(департамент)	https://uk.wikipedia.org/wiki/Савойя_(департамент)	https://en.wikipedia.org/wiki/Savoie	https://de.wikipedia.org/wiki/Département_Savoie	https://pl.wikipedia.org/wiki/Sabaudia_(departament)	https://es.wikipedia.org/wiki/Saboya_(departamento)	https://pt.wikipedia.org/wiki/Saboia_(departamento)	https://it.wikipedia.org/wiki/Savoia_(dipartimento)	https://nl.wikipedia.org/wiki/Savoie_(departement)	https://da.wikipedia.org/wiki/Savoie	https://no.wikipedia.org/wiki/Savoie_(departement)	https://sv.wikipedia.org/wiki/Savoie	https://cs.wikipedia.org/wiki/Savojsko_(departement)	https://ro.wikipedia.org/wiki/Savoie	https://bg.wikipedia.org/wiki/Савоа	https://hu.wikipedia.org/wiki/Savoie	https://sk.wikipedia.org/wiki/Savoie_(departement)	https://sl.wikipedia.org/wiki/Savoie_(departma)	https://sh.wikipedia.org/wiki/Savoie_(departman)	
72	52	72	72181	3	SARTHE	Sarthe	/wiki/Sarthe_(département)	Sarthe (département)	Sarthe	Région  de la Loire	Pays de la Loire	4 mars 1790	(Préfecture) Le Mans	La Flèche Mamers	None	Nicolas Quillet[1]	72	FR-72	None	Sarthois	568 760 hab. (2014)	92 hab./km2	6 206 km2	3	5	21	16	361	Сарта (департамент)	Сарта	Sarthe	Département Sarthe	Sarthe (departament)	Sarthe	Sarthe	Sarthe	Sarthe (departement)	Sarthe	Sarthe	Sarthe	Sarthe	Sarthe	Сарт (департамент)	Sarthe	Sarthe (departement)	Sarthe (departma)	Sarthe		https://ru.wikipedia.org/wiki/Сарта_(департамент)	https://uk.wikipedia.org/wiki/Сарта	https://en.wikipedia.org/wiki/Sarthe	https://de.wikipedia.org/wiki/Département_Sarthe	https://pl.wikipedia.org/wiki/Sarthe_(departament)	https://es.wikipedia.org/wiki/Sarthe	https://pt.wikipedia.org/wiki/Sarthe	https://it.wikipedia.org/wiki/Sarthe	https://nl.wikipedia.org/wiki/Sarthe_(departement)	https://da.wikipedia.org/wiki/Sarthe	https://no.wikipedia.org/wiki/Sarthe	https://sv.wikipedia.org/wiki/Sarthe	https://cs.wikipedia.org/wiki/Sarthe	https://ro.wikipedia.org/wiki/Sarthe	https://bg.wikipedia.org/wiki/Сарт_(департамент)	https://hu.wikipedia.org/wiki/Sarthe	https://sk.wikipedia.org/wiki/Sarthe_(departement)	https://sl.wikipedia.org/wiki/Sarthe_(departma)	https://sh.wikipedia.org/wiki/Sarthe	
71	27	71	71270	0	SAONE-ET-LOIRE	Saône-et-Loire	/wiki/Saône-et-Loire	Saône-et-Loire	Saône-et-Loire	France	Bourgogne-Franche-Comté	4 mars 1790	(Préfecture) Mâcon	Autun Chalon-sur-Saône Charolles Louhans	None	Jérôme Gutton	71	FR-71	None	Saône-et-Loiriens	555 788 hab. (2014)	65 hab./km2	8 575 km2	5	6	29	19	567	Сона и Луара	Сона і Луара	Saône-et-Loire	Département Saône-et-Loire	Saona i Loara	Saona y Loira	Saône-et-Loire	Saona e Loira	Saône-et-Loire	Saône-et-Loire	Saône-et-Loire	Saône-et-Loire	Saône-et-Loire	Saône-et-Loire	Сон е Лоар	Saône-et-Loire	Saône-et-Loire	Saône-et-Loire	Saône-et-Loire		https://ru.wikipedia.org/wiki/Сона_и_Луара	https://uk.wikipedia.org/wiki/Сона_і_Луара	https://en.wikipedia.org/wiki/Saône-et-Loire	https://de.wikipedia.org/wiki/Département_Saône-et-Loire	https://pl.wikipedia.org/wiki/Saona_i_Loara	https://es.wikipedia.org/wiki/Saona_y_Loira	https://pt.wikipedia.org/wiki/Saône-et-Loire	https://it.wikipedia.org/wiki/Saona_e_Loira	https://nl.wikipedia.org/wiki/Saône-et-Loire	https://da.wikipedia.org/wiki/Saône-et-Loire	https://no.wikipedia.org/wiki/Saône-et-Loire	https://sv.wikipedia.org/wiki/Saône-et-Loire	https://cs.wikipedia.org/wiki/Saône-et-Loire	https://ro.wikipedia.org/wiki/Saône-et-Loire	https://bg.wikipedia.org/wiki/Сон_е_Лоар	https://hu.wikipedia.org/wiki/Saône-et-Loire	https://sk.wikipedia.org/wiki/Saône-et-Loire	https://sl.wikipedia.org/wiki/Saône-et-Loire	https://sh.wikipedia.org/wiki/Saône-et-Loire	
70	27	70	70550	3	HAUTE-SAONE	Haute-Saône	/wiki/Haute-Saône	Haute-Saône	Haute-Saône	France	Bourgogne-Franche-Comté	4 mars 1790	(Préfecture) Vesoul	Lure	None	Marie-Françoise Lecaillon (décret du 9 juillet 2015)[1]	70	FR-70	None	Haut-Saônois	238 347 hab. (2014)	44 hab./km2	5 360 km2	2	2	17	19	542	Верхняя Сона	Верхня Сона	Haute-Saône	Département Haute-Saône	Górna Saona	Alto Saona	Alto Sona	Alta Saona	Haute-Saône	Haute-Saône	Haute-Saône	Haute-Saône	Haute-Saône	Haute-Saône	От Сон	Haute-Saône	Haute-Saône	Haute-Saône	Haute-Saône	Gornja Saôna	https://ru.wikipedia.org/wiki/Верхняя_Сона	https://uk.wikipedia.org/wiki/Верхня_Сона	https://en.wikipedia.org/wiki/Haute-Saône	https://de.wikipedia.org/wiki/Département_Haute-Saône	https://pl.wikipedia.org/wiki/Górna_Saona	https://es.wikipedia.org/wiki/Alto_Saona	https://pt.wikipedia.org/wiki/Alto_Sona	https://it.wikipedia.org/wiki/Alta_Saona	https://nl.wikipedia.org/wiki/Haute-Saône	https://da.wikipedia.org/wiki/Haute-Saône	https://no.wikipedia.org/wiki/Haute-Saône	https://sv.wikipedia.org/wiki/Haute-Saône	https://cs.wikipedia.org/wiki/Haute-Saône	https://ro.wikipedia.org/wiki/Haute-Saône	https://bg.wikipedia.org/wiki/От_Сон	https://hu.wikipedia.org/wiki/Haute-Saône	https://sk.wikipedia.org/wiki/Haute-Saône	https://sl.wikipedia.org/wiki/Haute-Saône	https://sh.wikipedia.org/wiki/Haute-Saône	https://hr.wikipedia.org/wiki/Gornja_Saôna
79	75	79	79191	4	DEUX-SEVRES	Deux-Sèvres	/wiki/Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	France	Nouvelle-Aquitaine	4 mars 1790	(Préfecture) Niort	Bressuire Parthenay	None	Isabelle David	79	FR-79	None	Deux-Sévriens	373 553 hab. (2014)	62 hab./km2	5 999 km2	3	3	17	8	293	Дё-Севр	Де-Севр	Deux-Sèvres	Département Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Дьо Севър	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres	Deux-Sèvres		https://ru.wikipedia.org/wiki/Дё-Севр	https://uk.wikipedia.org/wiki/Де-Севр	https://en.wikipedia.org/wiki/Deux-Sèvres	https://de.wikipedia.org/wiki/Département_Deux-Sèvres	https://pl.wikipedia.org/wiki/Deux-Sèvres	https://es.wikipedia.org/wiki/Deux-Sèvres	https://pt.wikipedia.org/wiki/Deux-Sèvres	https://it.wikipedia.org/wiki/Deux-Sèvres	https://nl.wikipedia.org/wiki/Deux-Sèvres	https://da.wikipedia.org/wiki/Deux-Sèvres	https://no.wikipedia.org/wiki/Deux-Sèvres	https://sv.wikipedia.org/wiki/Deux-Sèvres	https://cs.wikipedia.org/wiki/Deux-Sèvres	https://ro.wikipedia.org/wiki/Deux-Sèvres	https://bg.wikipedia.org/wiki/Дьо_Севър	https://hu.wikipedia.org/wiki/Deux-Sèvres	https://sk.wikipedia.org/wiki/Deux-Sèvres	https://sl.wikipedia.org/wiki/Deux-Sèvres	https://sh.wikipedia.org/wiki/Deux-Sèvres	
78	11	78	78646	4	YVELINES	Yvelines	/wiki/Yvelines	Yvelines	Yvelines	France	Île-de-France	1er janvier 1968	(Préfecture) Versailles	Mantes-la-Jolie RambouillSaint-Germain-en-Laye	None	Serge Morvan[1]	78	FR-78	None	Yvelinois	1 421 670 hab. (2014)	622 hab./km2	2 284,4 km2	4	12	21	10	262	Ивелин	Івлін	Yvelines	Département Yvelines	Yvelines	Yvelines	Yvelines	Yvelines	Yvelines	Yvelines	Yvelines	Yvelines	Yvelines	Yvelines	Ивлин	Yvelines	Yvelines	Yvelines	Yvelines		https://ru.wikipedia.org/wiki/Ивелин	https://uk.wikipedia.org/wiki/Івлін	https://en.wikipedia.org/wiki/Yvelines	https://de.wikipedia.org/wiki/Département_Yvelines	https://pl.wikipedia.org/wiki/Yvelines	https://es.wikipedia.org/wiki/Yvelines	https://pt.wikipedia.org/wiki/Yvelines	https://it.wikipedia.org/wiki/Yvelines	https://nl.wikipedia.org/wiki/Yvelines	https://da.wikipedia.org/wiki/Yvelines	https://no.wikipedia.org/wiki/Yvelines	https://sv.wikipedia.org/wiki/Yvelines	https://cs.wikipedia.org/wiki/Yvelines	https://ro.wikipedia.org/wiki/Yvelines	https://bg.wikipedia.org/wiki/Ивлин	https://hu.wikipedia.org/wiki/Yvelines	https://sk.wikipedia.org/wiki/Yvelines	https://sl.wikipedia.org/wiki/Yvelines	https://sh.wikipedia.org/wiki/Yvelines	
